Combinations,Mean Squared Error,Mean Absolute Error
"['H index', 'Total Docs. (2017)', 'Total Docs. (3years)', 'Total Refs.', 'Citable Docs. (3years)', 'Cites / Doc. (2years)', 'Ref. / Doc.']",0.08685023072538392,0.17913062824703269
"['H index', 'Total Docs. (2017)', 'Total Refs.', 'Total Cites (3years)', 'Citable Docs. (3years)', 'Cites / Doc. (2years)', 'Ref. / Doc.']",0.08693902064298516,0.17940688072805655
"['H index', 'Total Docs. (2017)', 'Total Docs. (3years)', 'Citable Docs. (3years)', 'Cites / Doc. (2years)', 'Ref. / Doc.']",0.08700823441145993,0.17989500910125095
"['Total Refs.', 'Total Cites (3years)', 'Citable Docs. (3years)', 'Cites / Doc. (2years)', 'Ref. / Doc.']",0.08700944437826914,0.18176837738768298
"['H index', 'Total Refs.', 'Total Cites (3years)', 'Citable Docs. (3years)', 'Cites / Doc. (2years)', 'Ref. / Doc.']",0.08731306634454514,0.18117010207287465
"['Total Docs. (3years)', 'Total Cites (3years)', 'Citable Docs. (3years)', 'Cites / Doc. (2years)', 'Ref. / Doc.']",0.08746326472047658,0.1832078229376262
"['H index', 'Total Docs. (3years)', 'Total Cites (3years)', 'Citable Docs. (3years)', 'Cites / Doc. (2years)', 'Ref. / Doc.']",0.08747906352430353,0.18312250809464126
"['Total Docs. (2017)', 'Total Docs. (3years)', 'Total Cites (3years)', 'Citable Docs. (3years)', 'Cites / Doc. (2years)', 'Ref. / Doc.']",0.08752346805908422,0.18187195390862754
"['H index', 'Total Docs. (2017)', 'Total Docs. (3years)', 'Total Cites (3years)', 'Citable Docs. (3years)', 'Cites / Doc. (2years)', 'Ref. / Doc.']",0.08760541478586517,0.18145206714168022
"['Total Docs. (2017)', 'Total Docs. (3years)', 'Total Refs.', 'Total Cites (3years)', 'Citable Docs. (3years)', 'Cites / Doc. (2years)', 'Ref. / Doc.']",0.08773566200541524,0.18298178833204481
"['H index', 'Total Docs. (2017)', 'Total Docs. (3years)', 'Total Refs.', 'Total Cites (3years)', 'Citable Docs. (3years)', 'Cites / Doc. (2years)', 'Ref. / Doc.']",0.08790688037869489,0.18265343284181226
"['Total Docs. (3years)', 'Total Refs.', 'Total Cites (3years)', 'Citable Docs. (3years)', 'Cites / Doc. (2years)', 'Ref. / Doc.']",0.0879471145797647,0.18440154640346224
"['H index', 'Total Docs. (3years)', 'Total Refs.', 'Total Cites (3years)', 'Citable Docs. (3years)', 'Cites / Doc. (2years)', 'Ref. / Doc.']",0.08812129324078012,0.1839438432086334
"['Cites / Doc. (2years)', 'Ref. / Doc.']",0.08875023379526444,0.18446741356132118
"['H index', 'Cites / Doc. (2years)', 'Ref. / Doc.']",0.08889479291803945,0.1800026425351681
"['H index', 'Total Docs. (2017)', 'Total Refs.', 'Total Cites (3years)', 'Cites / Doc. (2years)']",0.09107456188039313,0.18232266897179786
"['Total Docs. (2017)', 'Total Refs.', 'Total Cites (3years)', 'Cites / Doc. (2years)']",0.09113872437990869,0.18222594596532837
"['H index', 'Total Docs. (2017)', 'Total Docs. (3years)', 'Total Refs.', 'Total Cites (3years)', 'Cites / Doc. (2years)']",0.09166967706955856,0.18182636792516316
"['Total Docs. (2017)', 'Total Docs. (3years)', 'Total Refs.', 'Total Cites (3years)', 'Cites / Doc. (2years)']",0.09167959982685377,0.18181854765405295
"['Total Docs. (3years)', 'Total Refs.', 'Cites / Doc. (2years)']",0.09203472110603403,0.18615102826412316
"['Total Refs.', 'Citable Docs. (3years)', 'Cites / Doc. (2years)']",0.09216533208926105,0.18595229330365304
"['Total Docs. (3years)', 'Cites / Doc. (2years)']",0.09219556173785885,0.18531342588288127
"['Total Docs. (2017)', 'Total Docs. (3years)', 'Cites / Doc. (2years)']",0.09230241912999884,0.18470887032735092
"['Citable Docs. (3years)', 'Cites / Doc. (2years)']",0.09231592496950596,0.18531925857675854
"['Total Docs. (2017)', 'Total Cites (3years)', 'Cites / Doc. (2years)']",0.09235782376079875,0.18337592765813135
"['Total Docs. (2017)', 'Citable Docs. (3years)', 'Cites / Doc. (2years)']",0.09251354211659343,0.18461812428369564
"['Total Docs. (2017)', 'Total Refs.', 'Total Cites (3years)', 'Citable Docs. (3years)', 'Cites / Doc. (2years)']",0.09256809396502849,0.18250626361524375
"['H index', 'Total Docs. (2017)', 'Total Cites (3years)', 'Cites / Doc. (2years)']",0.0925854935026022,0.1831606534850224
"['H index', 'Total Docs. (2017)', 'Total Refs.', 'Total Cites (3years)', 'Citable Docs. (3years)', 'Cites / Doc. (2years)']",0.09262135585379652,0.1825024799820341
"['Total Docs. (2017)', 'Total Docs. (3years)', 'Total Refs.', 'Cites / Doc. (2years)']",0.09267057990320418,0.18816833411232525
"['H index', 'Total Docs. (3years)', 'Total Refs.', 'Cites / Doc. (2years)']",0.09268038571207259,0.18541592361018291
"['Total Docs. (3years)', 'Total Refs.', 'Citable Docs. (3years)', 'Cites / Doc. (2years)']",0.09283948442222636,0.1864869727736629
"['Total Docs. (2017)', 'Total Refs.', 'Citable Docs. (3years)', 'Cites / Doc. (2years)']",0.09285776319399346,0.1879833432653103
"['Total Cites (3years)', 'Cites / Doc. (2years)']",0.09286087392542908,0.18425347402441952
"['Total Docs. (3years)', 'Citable Docs. (3years)', 'Cites / Doc. (2years)']",0.09290437765889395,0.1861065773713844
"['H index', 'Total Docs. (2017)', 'Total Docs. (3years)', 'Total Refs.', 'Cites / Doc. (2years)']",0.09298975497254794,0.18679402331359818
"['H index', 'Total Docs. (3years)', 'Cites / Doc. (2years)']",0.0930015935664673,0.1849295770608837
"['H index', 'Total Cites (3years)', 'Cites / Doc. (2years)']",0.0930508266183683,0.18416916141975032
"['Total Refs.', 'Total Cites (3years)', 'Cites / Doc. (2years)']",0.0930558707171151,0.18518337975482538
"['H index', 'Total Refs.', 'Total Cites (3years)', 'Cites / Doc. (2years)']",0.09305623068213435,0.185183124598797
"['H index', 'Total Refs.', 'Citable Docs. (3years)', 'Cites / Doc. (2years)']",0.093096242636754,0.1851611860523824
"['Total Docs. (3years)', 'Total Refs.', 'Total Cites (3years)', 'Cites / Doc. (2years)']",0.09320272376220512,0.1853660353255839
"['H index', 'Total Docs. (3years)', 'Total Refs.', 'Total Cites (3years)', 'Cites / Doc. (2years)']",0.09321230134237343,0.1853637800696126
"['H index', 'Total Docs. (2017)', 'Total Docs. (3years)', 'Total Refs.', 'Total Cites (3years)', 'Citable Docs. (3years)', 'Cites / Doc. (2years)']",0.09324182912069116,0.1866882752255761
"['H index', 'Citable Docs. (3years)', 'Cites / Doc. (2years)']",0.09327930002669534,0.18492566540717628
"['H index', 'Total Docs. (2017)', 'Total Docs. (3years)', 'Cites / Doc. (2years)']",0.09333250954451086,0.18374100704020682
"['Total Docs. (2017)', 'Total Docs. (3years)', 'Citable Docs. (3years)', 'Cites / Doc. (2years)']",0.09334371430164513,0.1868469985486418
"['H index', 'Total Docs. (2017)', 'Total Refs.', 'Citable Docs. (3years)', 'Cites / Doc. (2years)']",0.0933516451003001,0.18636588367371018
"['Total Docs. (2017)', 'Total Docs. (3years)', 'Total Refs.', 'Total Cites (3years)', 'Citable Docs. (3years)', 'Cites / Doc. (2years)']",0.093370183527212,0.18665614643722653
"['Total Docs. (2017)', 'Cites / Doc. (2years)']",0.0934838607269184,0.18459827755605976
"['H index', 'Total Docs. (3years)', 'Total Refs.', 'Citable Docs. (3years)', 'Cites / Doc. (2years)']",0.09353459567747857,0.18535628029251205
"['H index', 'Total Docs. (3years)', 'Citable Docs. (3years)', 'Cites / Doc. (2years)']",0.09357820494015436,0.1853539491033323
"['Total Docs. (2017)', 'Total Docs. (3years)', 'Total Cites (3years)', 'Cites / Doc. (2years)']",0.09358556411093218,0.18393196106992662
"['H index', 'Total Docs. (2017)', 'Citable Docs. (3years)', 'Cites / Doc. (2years)']",0.09379397325212373,0.1837358671075374
"['Total Docs. (3years)', 'Total Cites (3years)', 'Cites / Doc. (2years)']",0.09379413775658889,0.1854758901112054
"['H index', 'Total Docs. (2017)', 'Total Docs. (3years)', 'Total Cites (3years)', 'Cites / Doc. (2years)']",0.0939047598112502,0.18384970634726097
"['H index', 'Total Docs. (3years)', 'Total Cites (3years)', 'Cites / Doc. (2years)']",0.09395184523398831,0.18546849173489108
"['Total Docs. (2017)', 'Total Docs. (3years)', 'Total Refs.', 'Citable Docs. (3years)', 'Cites / Doc. (2years)']",0.09404729585246575,0.1895379855633754
"['Total Docs. (2017)', 'Total Refs.', 'Cites / Doc. (2years)']",0.09428925130146826,0.18727969354486557
"['H index', 'Total Docs. (2017)', 'Cites / Doc. (2years)']",0.09429944088542612,0.18408461735767184
"['H index', 'Total Docs. (2017)', 'Total Docs. (3years)', 'Citable Docs. (3years)', 'Cites / Doc. (2years)']",0.09431203769835358,0.1869306406140784
"['H index', 'Total Docs. (2017)', 'Total Docs. (3years)', 'Total Refs.', 'Citable Docs. (3years)', 'Cites / Doc. (2years)']",0.09438754122059714,0.18822342067962558
"['H index', 'Total Docs. (2017)', 'Total Refs.', 'Cites / Doc. (2years)']",0.09440512292688458,0.18577728935851584
"['H index', 'Total Docs. (3years)', 'Total Refs.', 'Total Cites (3years)', 'Citable Docs. (3years)', 'Cites / Doc. (2years)']",0.09464980808500564,0.19018022003908613
"['Total Refs.', 'Total Cites (3years)', 'Citable Docs. (3years)', 'Cites / Doc. (2years)']",0.09469413447284428,0.1877156442764363
"['H index', 'Total Docs. (3years)', 'Total Cites (3years)', 'Citable Docs. (3years)', 'Cites / Doc. (2years)']",0.09476722426035705,0.19030013959260886
"['Total Docs. (3years)', 'Total Refs.', 'Total Cites (3years)', 'Citable Docs. (3years)', 'Cites / Doc. (2years)']",0.09477036496169405,0.19019230433458692
"['H index', 'Total Refs.', 'Total Cites (3years)', 'Citable Docs. (3years)', 'Cites / Doc. (2years)']",0.0947816931344167,0.1877390437784362
"['Total Docs. (2017)', 'Total Cites (3years)', 'Citable Docs. (3years)', 'Cites / Doc. (2years)']",0.09478228339067563,0.1859897158715269
"['Total Docs. (2017)', 'Total Docs. (3years)', 'Total Cites (3years)', 'Citable Docs. (3years)', 'Cites / Doc. (2years)']",0.09482190487508985,0.18823510533155552
"['Total Docs. (3years)', 'Total Cites (3years)', 'Citable Docs. (3years)', 'Cites / Doc. (2years)']",0.09483343308009799,0.19027229627029743
"['H index', 'Total Docs. (2017)', 'Total Docs. (3years)', 'Total Cites (3years)', 'Citable Docs. (3years)', 'Cites / Doc. (2years)']",0.09492564015579222,0.18815251292618695
"['Total Refs.', 'Cites / Doc. (2years)']",0.09494318165233202,0.1850466746378146
"['Total Cites (3years)', 'Citable Docs. (3years)', 'Cites / Doc. (2years)']",0.09505754109613651,0.18825572657675085
"['H index', 'Total Docs. (2017)', 'Total Cites (3years)', 'Citable Docs. (3years)', 'Cites / Doc. (2years)']",0.09512151979702002,0.1858472170445886
"['H index', 'Total Cites (3years)', 'Citable Docs. (3years)', 'Cites / Doc. (2years)']",0.09518322434113113,0.18822188365612635
"['H index', 'Total Refs.', 'Cites / Doc. (2years)']",0.09636839135334872,0.18594012786071423
"['H index', 'Cites / Doc. (2years)']",0.09824666896465914,0.1891215645874714
"['SJR', 'H index', 'Total Refs.', 'Citable Docs. (3years)']",0.27188706064151424,0.45896052315444646
"['SJR', 'H index', 'Total Docs. (3years)', 'Total Refs.', 'Citable Docs. (3years)', 'Ref. / Doc.']",0.27230081897800695,0.45273806387856996
"['SJR', 'H index', 'Total Docs. (3years)', 'Total Refs.']",0.2723852863196033,0.46456701008983736
"['SJR', 'H index', 'Total Refs.', 'Citable Docs. (3years)', 'Ref. / Doc.']",0.27338544131329007,0.46081705662399347
"['SJR', 'H index', 'Total Docs. (3years)', 'Total Refs.', 'Ref. / Doc.']",0.27344768340513065,0.46584284014310784
"['SJR', 'H index', 'Total Docs. (3years)', 'Total Refs.', 'Citable Docs. (3years)']",0.27379232220845356,0.4553230800780613
"['SJR', 'H index', 'Total Refs.', 'Ref. / Doc.']",0.2801113441663873,0.4796005184133822
"['SJR', 'H index', 'Total Refs.']",0.2807949713366596,0.4804893921349762
"['SJR', 'H index', 'Total Docs. (2017)', 'Total Docs. (3years)', 'Ref. / Doc.']",0.2832202768052899,0.46873743961024217
"['SJR', 'H index', 'Ref. / Doc.']",0.2850721317373706,0.48112538531270677
"['SJR', 'H index', 'Citable Docs. (3years)', 'Ref. / Doc.']",0.2852258729324663,0.4815492302422848
"['SJR', 'H index', 'Total Docs. (2017)', 'Total Docs. (3years)', 'Total Refs.']",0.28537112800024095,0.4723535378817227
"['SJR', 'H index', 'Total Docs. (2017)', 'Total Docs. (3years)', 'Total Refs.', 'Ref. / Doc.']",0.28587557597802005,0.469728685753071
"['SJR', 'H index', 'Total Docs. (3years)', 'Ref. / Doc.']",0.2858945824072138,0.48230607930570113
"['SJR', 'H index', 'Total Docs. (2017)', 'Total Docs. (3years)']",0.28592612577344767,0.47267449183060467
"['SJR', 'H index', 'Total Docs. (2017)', 'Total Refs.', 'Citable Docs. (3years)']",0.2862550962140581,0.4683051440289138
"['SJR', 'H index', 'Total Docs. (2017)', 'Ref. / Doc.']",0.2864504566327797,0.48516146416716516
"['SJR', 'H index', 'Total Docs. (2017)', 'Citable Docs. (3years)', 'Ref. / Doc.']",0.2869280100774083,0.46576892211892046
"['SJR', 'H index', 'Total Docs. (2017)', 'Total Refs.', 'Citable Docs. (3years)', 'Ref. / Doc.']",0.2870275556729333,0.4658070400499932
"['SJR', 'H index']",0.28706330551590026,0.48352806747734584
"['SJR', 'H index', 'Citable Docs. (3years)']",0.28729768540493905,0.4839631543955106
"['SJR', 'H index', 'Total Docs. (3years)']",0.2882028310416132,0.48502055484821954
"['SJR', 'H index', 'Total Docs. (2017)', 'Citable Docs. (3years)']",0.28950814912811107,0.47017791125576197
"['SJR', 'H index', 'Total Docs. (2017)']",0.2900188483211765,0.4891953930706399
"['SJR', 'H index', 'Total Docs. (3years)', 'Citable Docs. (3years)', 'Ref. / Doc.']",0.29073039686488455,0.476037677346701
"['SJR', 'H index', 'Total Docs. (2017)', 'Total Refs.', 'Ref. / Doc.']",0.29666181483736864,0.4888754790860342
"['SJR', 'H index', 'Total Docs. (2017)', 'Total Refs.']",0.29739670775447713,0.4932954356684489
"['SJR', 'H index', 'Total Docs. (2017)', 'Total Docs. (3years)', 'Total Refs.', 'Citable Docs. (3years)']",0.2975056543916585,0.4649462215625118
"['SJR', 'H index', 'Total Docs. (3years)', 'Citable Docs. (3years)']",0.2977020859368832,0.4848034687072133
"['SJR', 'H index', 'Total Docs. (2017)', 'Total Docs. (3years)', 'Total Refs.', 'Citable Docs. (3years)', 'Ref. / Doc.']",0.3026854369014775,0.45951194013992314
"['SJR', 'H index', 'Total Docs. (2017)', 'Total Docs. (3years)', 'Citable Docs. (3years)', 'Ref. / Doc.']",0.3054222769661398,0.46002980591512566
"['SJR', 'H index', 'Total Cites (3years)', 'Ref. / Doc.']",0.30674958710112216,0.505092851967536
"['SJR', 'H index', 'Total Docs. (2017)', 'Total Docs. (3years)', 'Citable Docs. (3years)']",0.3103412816785865,0.46904037425703105
"['SJR', 'H index', 'Total Cites (3years)']",0.3113292866216842,0.5095637400394455
"['SJR', 'H index', 'Total Docs. (2017)', 'Total Refs.', 'Total Cites (3years)', 'Ref. / Doc.']",0.3255567680031114,0.5175538077268995
"['SJR', 'H index', 'Total Refs.', 'Total Cites (3years)', 'Ref. / Doc.']",0.3286325843649675,0.5206255188048902
"['SJR', 'H index', 'Total Docs. (2017)', 'Total Cites (3years)', 'Ref. / Doc.']",0.32887265798783005,0.5224392148767663
"['SJR', 'H index', 'Total Docs. (2017)', 'Total Cites (3years)']",0.3329291656969849,0.525899269670283
"['SJR', 'H index', 'Total Refs.', 'Total Cites (3years)']",0.33423794781409355,0.5262779310475628
"['SJR', 'H index', 'Total Docs. (2017)', 'Total Refs.', 'Total Cites (3years)']",0.334254138684033,0.5262918527526773
"['SJR', 'Total Cites (3years)', 'Ref. / Doc.']",0.3468452388482763,0.5367078205372704
"['SJR', 'Total Docs. (2017)', 'Total Refs.', 'Total Cites (3years)', 'Ref. / Doc.']",0.3474135160775054,0.5337284617557365
"['SJR', 'Total Refs.', 'Total Cites (3years)', 'Ref. / Doc.']",0.3522252957592534,0.5381330003542151
"['SJR', 'Total Cites (3years)']",0.353188955780715,0.5417596672546245
"['SJR', 'Total Docs. (2017)', 'Total Refs.', 'Total Cites (3years)']",0.361798996456303,0.5460837611040793
"['SJR', 'Total Refs.', 'Total Cites (3years)']",0.3620834547236907,0.5463236113532068
"['SJR', 'Total Docs. (2017)', 'Total Cites (3years)', 'Ref. / Doc.']",0.3645418001836207,0.5488063170045742
"['SJR', 'Total Docs. (2017)', 'Total Cites (3years)']",0.3696344329313543,0.5526285206949545
"['SJR', 'Total Docs. (3years)', 'Total Refs.', 'Citable Docs. (3years)', 'Ref. / Doc.']",0.4010785469834292,0.5718976582010803
"['SJR', 'Total Docs. (3years)', 'Total Refs.', 'Ref. / Doc.']",0.409810958901295,0.5831287736977081
"['SJR', 'Total Refs.']",0.409816452984893,0.5857836356543746
"['SJR', 'Total Refs.', 'Citable Docs. (3years)', 'Ref. / Doc.']",0.4100723016899873,0.5848184675425199
"['SJR', 'Total Refs.', 'Citable Docs. (3years)']",0.41071001829228154,0.5852585920963334
"['SJR', 'Total Docs. (3years)', 'Total Refs.', 'Citable Docs. (3years)']",0.4108952094550107,0.5784457851067376
"['SJR', 'Total Refs.', 'Ref. / Doc.']",0.4111249353365844,0.5866031583430634
"['SJR', 'Total Docs. (3years)', 'Citable Docs. (3years)', 'Ref. / Doc.']",0.4113078616614076,0.5772194965601709
"['SJR', 'Total Docs. (3years)', 'Total Refs.']",0.4121614488670675,0.5847093340423161
"['SJR', 'Total Docs. (2017)', 'Ref. / Doc.']",0.4151010749825675,0.5798443126504453
"['SJR', 'Total Docs. (3years)', 'Ref. / Doc.']",0.41510167643714274,0.5868683632614685
"['SJR', 'Total Docs. (2017)', 'Total Docs. (3years)', 'Ref. / Doc.']",0.41718853739236395,0.5804046332909321
"['SJR', 'Citable Docs. (3years)', 'Ref. / Doc.']",0.41766432692058103,0.5883579358181992
"['SJR', 'Total Docs. (3years)']",0.42106821273028655,0.590657800258855
"['SJR', 'Total Docs. (2017)', 'Citable Docs. (3years)', 'Ref. / Doc.']",0.422341460535762,0.5813601392457175
"['SJR', 'Total Docs. (2017)']",0.42279598684762204,0.5848570446943108
"['SJR', 'Citable Docs. (3years)']",0.4229693279097113,0.5917463679220846
"['SJR', 'Total Docs. (2017)', 'Total Docs. (3years)']",0.4248197767257343,0.5854611372379046
"['SJR', 'Total Docs. (3years)', 'Citable Docs. (3years)']",0.4279144583167208,0.5886630886581489
"['SJR', 'Total Docs. (2017)', 'Total Docs. (3years)', 'Citable Docs. (3years)', 'Ref. / Doc.']",0.42886985977885395,0.5647638803315009
"['SJR', 'Total Docs. (2017)', 'Citable Docs. (3years)']",0.4301582446887963,0.5864349371836306
"['SJR', 'Total Docs. (2017)', 'Total Refs.', 'Ref. / Doc.']",0.44074999839993867,0.5811853744610065
"['SJR', 'Total Docs. (2017)', 'Total Docs. (3years)', 'Total Refs.', 'Ref. / Doc.']",0.4411011890919958,0.5812897232104729
"['SJR', 'H index', 'Total Docs. (2017)', 'Total Docs. (3years)', 'Total Refs.', 'Total Cites (3years)', 'Ref. / Doc.']",0.4416037446125586,0.5750896508458584
"['SJR', 'Total Docs. (2017)', 'Total Refs.', 'Citable Docs. (3years)', 'Ref. / Doc.']",0.4452683127587391,0.582187577081106
"['SJR', 'Total Docs. (2017)', 'Total Refs.']",0.44556016125418263,0.5898802143450077
"['SJR', 'Total Docs. (2017)', 'Total Docs. (3years)', 'Citable Docs. (3years)']",0.4456780193639357,0.5775418734533508
"['SJR', 'Total Docs. (2017)', 'Total Docs. (3years)', 'Total Refs.']",0.44607194875697925,0.5900275434441801
"['SJR', 'Ref. / Doc.']",0.4483218230685005,0.61018019925035
"['SJR', 'Total Docs. (2017)', 'Total Refs.', 'Citable Docs. (3years)']",0.44957085736666963,0.5905632717734073
"['SJR', 'H index', 'Total Docs. (2017)', 'Total Docs. (3years)', 'Total Refs.', 'Total Cites (3years)']",0.4503030331313691,0.5820339704158959
"['SJR', 'H index', 'Total Docs. (2017)', 'Total Docs. (3years)', 'Total Cites (3years)', 'Ref. / Doc.']",0.45040113516967684,0.5800349553946105
"['SJR', 'H index', 'Total Docs. (2017)', 'Total Docs. (3years)', 'Total Cites (3years)']",0.4512669759595239,0.5824821548993189
"['SJR', 'Total Docs. (2017)', 'Total Docs. (3years)', 'Total Refs.', 'Citable Docs. (3years)', 'Ref. / Doc.']",0.45314173841305083,0.5659558393989838
"['SJR', 'H index', 'Total Docs. (2017)', 'Total Docs. (3years)', 'Total Cites (3years)', 'Citable Docs. (3years)', 'Ref. / Doc.']",0.45461788799628794,0.5759699837672623
"['SJR', 'H index', 'Total Docs. (2017)', 'Total Docs. (3years)', 'Total Cites (3years)', 'Citable Docs. (3years)']",0.4546818146719042,0.5819390252057073
"['SJR', 'Total Docs. (2017)', 'Total Docs. (3years)', 'Total Refs.', 'Citable Docs. (3years)']",0.454924049694465,0.5796499523536416
"['SJR', 'H index', 'Total Docs. (2017)', 'Total Docs. (3years)', 'Total Refs.', 'Total Cites (3years)', 'Citable Docs. (3years)', 'Ref. / Doc.']",0.45637647723307234,0.5766456408880563
"['SJR', 'Total Docs. (2017)', 'Total Docs. (3years)', 'Total Refs.', 'Total Cites (3years)', 'Ref. / Doc.']",0.46590607416231644,0.5972256036002267
"['SJR', 'Total Docs. (2017)', 'Total Docs. (3years)', 'Total Refs.', 'Total Cites (3years)', 'Citable Docs. (3years)', 'Ref. / Doc.']",0.46676950777462806,0.5874734662861031
"['SJR', 'Total Docs. (2017)', 'Total Docs. (3years)', 'Total Cites (3years)', 'Citable Docs. (3years)', 'Ref. / Doc.']",0.46912945827232666,0.5885785940610718
"['SJR', 'H index', 'Total Docs. (2017)', 'Total Docs. (3years)', 'Total Refs.', 'Total Cites (3years)', 'Citable Docs. (3years)']",0.47189192071438607,0.5911184451641671
"['SJR', 'Total Docs. (2017)', 'Total Docs. (3years)', 'Total Cites (3years)', 'Citable Docs. (3years)']",0.472033836183935,0.5963916246308549
"['SJR', 'Total Docs. (2017)', 'Total Docs. (3years)', 'Total Refs.', 'Total Cites (3years)']",0.4795615647567943,0.6074744304857846
"['SJR', 'H index', 'Total Docs. (3years)', 'Total Cites (3years)', 'Citable Docs. (3years)', 'Ref. / Doc.']",0.48150453865809983,0.5999845954882284
"['SJR', 'H index', 'Total Docs. (3years)', 'Total Cites (3years)', 'Citable Docs. (3years)']",0.48272200056489134,0.6052773775806033
"['SJR', 'H index', 'Total Docs. (2017)', 'Total Refs.', 'Total Cites (3years)', 'Citable Docs. (3years)', 'Ref. / Doc.']",0.4838910973959012,0.5932021326754917
"['SJR', 'H index', 'Total Docs. (2017)', 'Total Cites (3years)', 'Citable Docs. (3years)']",0.4854786937914044,0.5971848012910015
"['SJR', 'H index', 'Total Docs. (2017)', 'Total Cites (3years)', 'Citable Docs. (3years)', 'Ref. / Doc.']",0.48627337110466423,0.5944314255681538
"['SJR', 'H index', 'Total Docs. (3years)', 'Total Cites (3years)', 'Ref. / Doc.']",0.4863400371877208,0.6028912960289553
"['SJR', 'Total Docs. (3years)', 'Total Cites (3years)', 'Citable Docs. (3years)', 'Ref. / Doc.']",0.4864747957160106,0.6041334128226914
"['SJR', 'H index', 'Total Docs. (3years)', 'Total Cites (3years)']",0.4870820126870883,0.6047081745551519
"['SJR', 'Total Docs. (2017)', 'Total Docs. (3years)', 'Total Cites (3years)', 'Ref. / Doc.']",0.48718857519132763,0.6100090626685306
"['SJR', 'Total Docs. (2017)', 'Total Docs. (3years)', 'Total Refs.', 'Total Cites (3years)', 'Citable Docs. (3years)']",0.4879421695515948,0.6059179442590096
"['SJR', 'Total Docs. (2017)', 'Total Docs. (3years)', 'Total Cites (3years)']",0.48946769807763574,0.6129060943246123
"['SJR', 'Total Docs. (3years)', 'Total Cites (3years)', 'Citable Docs. (3years)']",0.48973526351082447,0.6107224597825228
"['SJR', 'H index', 'Total Docs. (2017)', 'Total Refs.', 'Total Cites (3years)', 'Citable Docs. (3years)']",0.4932324626341151,0.6006709959815223
"['SJR', 'H index', 'Total Docs. (3years)', 'Total Refs.', 'Total Cites (3years)', 'Ref. / Doc.']",0.5021994284932464,0.6072960425415135
"['SJR', 'H index', 'Total Docs. (3years)', 'Total Refs.', 'Total Cites (3years)']",0.5024328713248155,0.6075387620281737
"['SJR', 'H index', 'Total Docs. (3years)', 'Total Refs.', 'Total Cites (3years)', 'Citable Docs. (3years)', 'Ref. / Doc.']",0.5051618263871417,0.6072533818839136
"['SJR', 'Total Docs. (2017)', 'Total Refs.', 'Total Cites (3years)', 'Citable Docs. (3years)', 'Ref. / Doc.']",0.5059080425065337,0.6145670812226198
"['SJR', 'H index', 'Total Docs. (3years)', 'Total Refs.', 'Total Cites (3years)', 'Citable Docs. (3years)']",0.5080891234293439,0.6111812152211843
"['SJR', 'Total Docs. (3years)', 'Total Cites (3years)', 'Ref. / Doc.']",0.5126874661575391,0.6230710362547535
"['SJR', 'Total Docs. (3years)', 'Total Cites (3years)']",0.5143872575083592,0.62520887856488
"['SJR', 'Total Docs. (3years)', 'Total Refs.', 'Total Cites (3years)', 'Citable Docs. (3years)', 'Ref. / Doc.']",0.5185070769059417,0.6205149222676962
"['SJR', 'Total Docs. (2017)', 'Total Cites (3years)', 'Citable Docs. (3years)', 'Ref. / Doc.']",0.5196356813467533,0.6224912319508975
"['SJR', 'Total Docs. (2017)', 'Total Refs.', 'Total Cites (3years)', 'Citable Docs. (3years)']",0.5201898888093338,0.6253287745041622
"['SJR', 'Total Docs. (2017)', 'Total Cites (3years)', 'Citable Docs. (3years)']",0.5205797507690678,0.625533660936057
"['SJR', 'Total Docs. (3years)', 'Total Refs.', 'Total Cites (3years)', 'Citable Docs. (3years)']",0.5248122927039177,0.6271206007154406
"['SJR', 'H index', 'Total Cites (3years)', 'Citable Docs. (3years)']",0.5293783300579772,0.6235695097296861
"['SJR', 'H index', 'Total Cites (3years)', 'Citable Docs. (3years)', 'Ref. / Doc.']",0.5298914093679422,0.6219130515065763
"['SJR', 'Total Docs. (3years)', 'Total Refs.', 'Total Cites (3years)', 'Ref. / Doc.']",0.5317183798240459,0.6328053189650721
"['SJR', 'Total Docs. (3years)', 'Total Refs.', 'Total Cites (3years)']",0.5332229653033642,0.6340712150684404
"['SJR', 'Total Cites (3years)', 'Citable Docs. (3years)', 'Ref. / Doc.']",0.551986621098458,0.6387749159222025
"['SJR', 'Total Cites (3years)', 'Citable Docs. (3years)']",0.5525424826522414,0.6409378211714113
"['SJR', 'H index', 'Total Refs.', 'Total Cites (3years)', 'Citable Docs. (3years)', 'Ref. / Doc.']",0.5574681875225218,0.6297543053494873
"['SJR', 'H index', 'Total Refs.', 'Total Cites (3years)', 'Citable Docs. (3years)']",0.5576063026922027,0.6299926546697922
"['SJR', 'Total Refs.', 'Total Cites (3years)', 'Citable Docs. (3years)', 'Ref. / Doc.']",0.5856788013520025,0.6551315038354362
"['SJR', 'Total Refs.', 'Total Cites (3years)', 'Citable Docs. (3years)']",0.5867827096264031,0.6562523711561634
"['H index', 'Total Docs. (3years)', 'Total Refs.', 'Citable Docs. (3years)', 'Ref. / Doc.']",1.0461303184003514,0.8908658188392967
"['H index', 'Total Refs.', 'Citable Docs. (3years)', 'Ref. / Doc.']",1.0609141889616287,0.9100838874044952
"['H index', 'Total Docs. (2017)', 'Total Refs.', 'Citable Docs. (3years)', 'Ref. / Doc.']",1.065900163877283,0.9108020134433337
